location_id,timestamp,o3_column,qa_value
0,2024-01-01 13:00:00,200.60321992900253,0.7068928044049207
0,2024-01-04 13:00:00,200.71344983957195,0.7692323059123622
0,2024-01-31 13:00:00,200.62592818165925,0.7468716122443049
0,2024-02-06 13:00:00,200.62346077908683,0.7329702878480746
0,2024-02-09 13:00:00,200.67061127921016,0.769226282393127
0,2024-02-12 13:00:00,200.6805871182481,0.7623819556538478
0,2024-02-13 13:00:00,200.59056894621295,0.7676720244684524
0,2024-02-14 13:00:00,200.6200227114941,0.7578432013999119
0,2024-02-15 13:00:00,200.654428745399,0.8044832291271844
0,2024-02-17 13:00:00,200.72879780937038,0.7678622942640383
0,2024-02-20 13:00:00,200.59036827161796,0.731021984452992
0,2024-02-23 13:00:00,200.75363404558806,0.8002820473995966
0,2024-02-25 13:00:00,200.68802880829594,0.7680683621078622
0,2024-02-26 13:00:00,200.66695467893837,0.7516044832236464
0,2024-02-27 13:00:00,200.71727900073853,0.722754618005016
0,2024-03-03 13:00:00,200.61213917785753,0.7872240002926522
0,2024-03-04 13:00:00,200.58160848141134,0.7719045454872738
0,2024-03-18 13:00:00,200.73969394059324,0.8097074893494376
0,2024-03-20 13:00:00,200.67829932899693,0.7613239720566837
0,2024-03-21 13:00:00,200.764997887781,0.8026742262568245
0,2024-03-24 13:00:00,200.6957910875136,0.7724122591061806
0,2024-03-25 13:00:00,200.71271489624618,0.7904124604101026
0,2024-04-01 13:00:00,200.74824594678017,0.7916481762774172
0,2024-04-11 13:00:00,200.71040285417658,0.7748481183907959
0,2024-04-13 13:00:00,200.65057276366016,0.8314086238421625
0,2024-04-15 13:00:00,200.62704869824205,0.7915370562918632
0,2024-04-27 13:00:00,200.66474293314727,0.7622167420904395
0,2024-04-30 13:00:00,200.66728343356974,0.7651476942394927
0,2024-05-01 13:00:00,200.66420742800918,0.7980759086920198
0,2024-05-02 13:00:00,200.66037500598472,0.8246988712248962
0,2024-05-04 13:00:00,200.75940870645425,0.8316156499905052
0,2024-05-09 13:00:00,200.70284391259176,0.7892329225229409
