location_id,timestamp,aod,cloud_fraction,sza,qa_value
0,2024-01-01 13:00:00,0.20584975763502922,0.516124905962943,72.49649816191499,0.7068928044049207
0,2024-01-04 13:00:00,0.22638590062973568,0.38250035337382604,72.20769927961385,0.7692323059123622
0,2024-01-31 13:00:00,0.172152073409029,0.49336657323504873,66.85482136065201,0.7468716122443049
0,2024-02-06 13:00:00,0.2197159811711727,0.4918579821432264,65.0636777602312,0.7329702878480746
0,2024-02-09 13:00:00,0.22659676886228342,0.4367009307425104,64.09870700014004,0.769226282393127
0,2024-02-12 13:00:00,0.18137045307325278,0.49315620478469024,63.09085585526092,0.7623819556538478
0,2024-02-13 13:00:00,0.2317498013380464,0.4017215854521629,62.7458371822049,0.7676720244684524
0,2024-02-14 13:00:00,0.19534139618825264,0.4989830307314057,62.39645341783023,0.7578432013999119
0,2024-02-15 13:00:00,0.208517723582698,0.38823690819528345,62.04280795041382,0.8044832291271844
0,2024-02-17 13:00:00,0.18036615675756168,0.5130577581647585,61.32315173412856,0.7678622942640383
0,2024-02-20 13:00:00,0.2240240069691098,0.5230255403093083,60.214360190558146,0.731021984452992
0,2024-02-23 13:00:00,0.1910886242357897,0.405729355433598,59.07303118789919,0.8002820473995966
0,2024-02-25 13:00:00,0.18517220420538094,0.5353291290002886,58.29556625731899,0.7680683621078622
0,2024-02-26 13:00:00,0.22472034933321594,0.5090492168478258,57.902203765056285,0.7516044832236464
0,2024-02-27 13:00:00,0.21149471279870746,0.5718144287520625,57.50590949052962,0.722754618005016
0,2024-03-03 13:00:00,0.18891063705956224,0.41516867414108405,55.48459424326484,0.7872240002926522
0,2024-03-04 13:00:00,0.172483092087449,0.538466607675039,55.07319986403792,0.7719045454872738
0,2024-03-18 13:00:00,0.22072670641644182,0.41577867356278736,49.15010150792604,0.8097074893494376
0,2024-03-20 13:00:00,0.17908319679645518,0.5734812679478729,48.290385100629145,0.7613239720566837
0,2024-03-21 13:00:00,0.23704079779099685,0.5185125183459025,47.860332044393736,0.8026742262568245
0,2024-03-24 13:00:00,0.20912944830144625,0.5894325833443923,46.57092043248234,0.7724122591061806
0,2024-03-25 13:00:00,0.21507845270788156,0.45565861755042236,46.14178970455973,0.7904124604101026
0,2024-04-01 13:00:00,0.17141308145479472,0.4408746257403585,43.16031347307819,0.7916481762774172
0,2024-04-11 13:00:00,0.20181702982834704,0.5125146569855361,39.03301729552131,0.7748481183907959
0,2024-04-13 13:00:00,0.22629695406377748,0.41895389432153707,38.23551996642577,0.8314086238421625
0,2024-04-15 13:00:00,0.18526281084915575,0.544207614691177,37.44957340626675,0.7915370562918632
0,2024-04-27 13:00:00,0.18038318162241956,0.5246164232774448,33.0274587703903,0.7622167420904395
0,2024-04-30 13:00:00,0.21317645608670288,0.4954243095815282,32.01443400488186,0.7651476942394927
0,2024-05-01 13:00:00,0.18375264113188056,0.4254716772423661,31.68608485942019,0.7980759086920198
0,2024-05-02 13:00:00,0.2104700583976054,0.39483291426522293,31.362561703055544,0.8246988712248962
0,2024-05-04 13:00:00,0.20131285023628304,0.374923834041016,30.7303748440276,0.8316156499905052
0,2024-05-09 13:00:00,0.18962631188012619,0.4694930232003033,29.240882115935726,0.7892329225229409
0,2024-05-20 13:00:00,0.23005365783377446,0.3333179840097797,26.466056482132203,0.8183340097114778
0,2024-06-07 13:00:00,0.21460554134367982,0.4265725117553609,23.61726250733431,0.7697755244440628
